survey_code,PlotID,RecordID,contributor_assigned_plot_id,email,Investigators,SevilletaIAV,SuitableForParamSenExp,SiteName,Country,SiteLatitude,SiteLongitude,SiteElevation,MAT,MAP,KoppenCC,KoppenCC_long,IGBP_class,IGBP_class_long,community_description,community_species,phenology,plant_functional_type,plot_order,plot_family,plot_genus,plot_species,plot_subspecies,plot_species_common_name,photosynthetic_pathway,life_cycle_strategy,additional_species_in_plot,soil,disturbance,DateSurvey,SurveyDateTimeUTC,DateHarvest,PeakBiomass,EntirePlantDried,SubsampleDried,AveragedMoistureContent,EPSG,UTM_zone,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z,Harvest_frame_used,plot_side_length,AGB,Comp1,Comp1_Mass,Comp2,Comp2_Mass,Comp3,Comp3_Mass,Comp4,Comp4_Mass,Field_max_height,canopy_diameter_max,canopy_diameter_perpendicular,Biomass_Subsample_Archived,CarbCon,Comp1_CarbCon,Comp2_CarbCon,Comp3_CarbCon,Comp4_CarbCon,NitCon,Comp1_NitCon,Comp2_NitCon,Comp3_NitCon,Comp4_NitCon,Notes_on_survey_harvest,Notes_on_plot,Acknowledgements,Acknowledgements_Funding,Acknowledgements_Permission,Acknowledgements_Assistance,Agreement,Protocol_version,wind_speed,sky_conditions_code,sky_conditions,drone_and_sensor,CameraShutterType,minimum_image_sharpness,Notes_from_processing_and_review,point_cloud_quality,corner_apparent_bias,manual_filtering_required,binomial_species,species_short,plot_area_from_field_length,solar_elevation,solar_noon_elevation,solar_elevation_offset,solar_noon_utc,minutes_offset_from_solar_noon,site_code,plot_area_from_coordinates_m2,AGB_g_m2,HAG_plotmin_of_cellmax_m,HAG_plotmax_of_cellmax_m,HAG_plotmean_of_cellmax_m,HAG_plotmedian_of_cellmax_m,HAG_plot90percentile_of_cellmax_m,Count_of_nodata_cells_in_plot,Count_of_points_cells_in_plot
20180602_MV_SGE,P09,82.0,HP09,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,1868.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Wyoming black Sagebrush with blue grama grasses,"Artemesia nova, bouteloua gracilis, Hesperostipa comata and gutierrezia sarothrae","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Artemisia,nova,A Nelson,Black sagebrush,C3,perennial,"Gutierrezia sarothrae, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 17:10:00,2018-06-04,True,True,False,False,32612,12N,593497.089,4204022.521,1868.058,593496.639,4204022.914,1868.056,593496.195,4204022.305,1868.093,593496.653,4204021.987,1868.071,False,0.75,184.2,Shrub (Artemesia Tridentata),64.0,NA,NA,Grasses,120.2,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Artemisia nova,A. nova,0.5625,58.44,74.28,15.84,2018-06-02 19:17:39,128.0,SGE,0.4159,442.8949266650637,0.0,0.16,0.0408,0.04,0.07,1.0,4159.0
20180602_MV_SGE,P10,83.0,HP10,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,1868.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Wyoming black Sagebrush with blue grama grasses,"Artemesia nova, bouteloua gracilis, Hesperostipa comata and gutierrezia sarothrae","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Artemisia,nova,A Nelson,Black sagebrush,C3,perennial,"Gutierrezia sarothrae, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 17:10:00,2018-06-04,True,True,False,False,32612,12N,593487.542,4204028.556,1868.259,593486.965,4204028.994,1868.252,593486.52,4204028.452,1868.25,593487.202,4204028.053,1868.245,False,0.75,208.4,Shrub (Artemesia Tridentata),160.0,NA,NA,Grasses,48.4,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Artemisia nova,A. nova,0.5625,58.44,74.28,15.84,2018-06-02 19:17:39,128.0,SGE,0.4932,422.54663422546633,0.01,0.24,0.0752,0.05,0.19,1.0,4930.0
20180602_MV_SGE,P11,84.0,HP11,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,1868.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Wyoming black Sagebrush with blue grama grasses,"Artemesia nova, bouteloua gracilis, Hesperostipa comata and gutierrezia sarothrae","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Artemisia,nova,A Nelson,Black sagebrush,C3,perennial,"Gutierrezia sarothrae, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 17:10:00,2018-06-04,True,True,False,False,32612,12N,593491.611,4204035.67,1868.359,593491.058,4204036.232,1868.418,593490.584,4204035.573,1868.343,593491.268,4204035.191,1868.315,False,0.75,859.8,Shrub (Artemesia Tridentata),800.0,NA,NA,Grasses,59.8,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Artemisia nova,A. nova,0.5625,58.44,74.28,15.84,2018-06-02 19:17:39,128.0,SGE,0.5447,1578.4835689370295,0.0,0.63,0.3292,0.42,0.5700000000000001,2.0,5443.0
20180602_MV_SGE,P12,85.0,HP12,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-E; Beef Basin, Utah",USA,37.979,-109.936,1868.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Wyoming black Sagebrush with blue grama grasses,"Artemesia nova, bouteloua gracilis, Hesperostipa comata and gutierrezia sarothrae","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Artemisia,nova,A Nelson,Black sagebrush,C3,perennial,"Gutierrezia sarothrae, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 17:10:00,2018-06-04,True,True,False,False,32612,12N,593486.342,4204030.815,1868.268,593485.74,4204031.389,1868.305,593485.237,4204030.878,1868.287,593485.925,4204030.305,1868.257,False,0.75,703.04,Shrub (Artemesia Tridentata),633.86,NA,NA,Grasses,69.18,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Artemisia nova,A. nova,0.5625,58.44,74.28,15.84,2018-06-02 19:17:39,128.0,SGE,0.5931,1185.365031192042,0.0,0.36,0.1324,0.07,0.32,2.0,5934.0
20180602_MV_SGB,P01,86.0,HP01,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,592012.621,4201331.824,1855.758,592011.907,4201331.916,1855.764,592011.786,4201331.242,1855.785,592012.497,4201331.05,1855.752,False,0.75,308.18,shrub woody stems and leaves,213.01,catci,NA,Grasses,95.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look okay but might be ca. 2-3 cm low.,1,-3.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.5332,577.9819954988748,0.0,0.37,0.1138,0.07,0.26,2.0,5330.0
20180602_MV_SGB,P02,87.0,HP02,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,591994.328,4201333.633,1855.352,591993.58,4201333.757,1855.362,591993.43,4201333.149,1855.326,591994.1,4201332.859,1855.338,False,0.75,532.69,shrub woody stems and leaves,465.95,catci,NA,Grasses,66.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look okay but are ca. 3 cm low.,1,-3.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.529,1006.9754253308129,0.02,0.48,0.2138,0.22,0.38,3.0,5284.0
20180602_MV_SGB,P03,88.0,HP03,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,591982.522,4201333.371,1855.125,591981.695,4201333.587,1854.981,591981.609,4201333.005,1855.002,591982.232,4201332.766,1855.067,False,0.75,467.25,shrub woody stems and leaves,404.38,catci,NA,Grasses,62.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look okay but are ca. 3 cm low.,1,-3.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.4731,987.6347495244135,0.01,0.53,0.2198,0.23,0.4,1.0,4731.0
20180602_MV_SGB,P04,89.0,HP04,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Artemesia Tridentata, Gutierrezia sarothrae, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,591982.302,4201320.028,1855.373,591981.554,4201320.169,1855.409,591981.559,4201319.371,1855.429,591982.306,4201319.421,1855.418,False,0.75,394.69,shrub woody stems and leaves,298.04,catci,NA,Grasses,96.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look okay but might be ca. 2-3 cm low.,1,-3.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.5249,751.9337016574585,0.02,0.44,0.163,0.13,0.36,37.0,5192.0
20180602_MV_SGB,P05,90.0,HP05,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,591994.011,4201318.142,1855.771,591993.418,4201318.143,1855.765,591993.449,4201317.316,1855.847,591994.156,4201317.583,1855.824,False,0.75,220.69,shrub woody stems and leaves,124.27,catci,NA,Grasses,96.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look okay but are ca. 3 cm low.,1,-3.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.4622,477.47728256166164,0.01,0.19,0.0815,0.08,0.14,1.0,4606.0
20180602_MV_SGB,P06,91.0,HP06,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,592005.18,4201312.561,1856.53,592004.454,4201312.414,1856.475,592004.49,4201311.741,1856.523,592005.196,4201311.742,1856.512,False,0.75,306.35,shrub woody stems and leaves,140.94,catci,34.21,Grasses,131.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.5361,571.4418951688118,0.02,0.4,0.1364,0.09,0.29,72.0,5294.0
20180602_MV_SGB,P07,92.0,HP07,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,591999.127,4201305.768,1856.265,591998.353,4201305.845,1856.207,591998.336,4201305.117,1856.251,591999.148,4201305.073,1856.292,False,0.75,440.0,shrub woody stems and leaves,380.0,catci,NA,Grasses,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.5641,780.0035454706612,0.01,0.49,0.1691,0.15,0.34,4.0,5635.0
20180602_MV_SGB,P08,93.0,HP08,mvillarreal@usgs.gov,"Miguel L. Villarreal, Caroline A. Havrilla ",False,True,"SAGE-B, Beef Basin, Utah",USA,37.955,-109.953,1855.0,11.6,228.0,BSk,Tropical and Subtropical Steppe,7.0,Open shrubland,Broom snakeweed-dominated sagebrush/grassland community ,"gutierrezia sarothrae, hesperostipa comate, bouteloua gracilis, artemesia tridentata","Maximum greenness for native species was occurring during collection, which is typical in late spring/early summer of this region",Shrub,Asterales,Asteraceae,Gutierrezia,sarothrae,NA,Broomweed,C3,perennial,"Gutierrezia sarothrae, Hesperostipa comata, Bouteloua gracilis",Ignacio-Leanto fine sandy loams,Evidence of livestock ,2018-06-02,2018-06-02 20:50:00,2018-06-04,True,True,False,False,32612,12N,592003.302,4201314.807,1856.402,592002.479,4201314.718,1856.397,592002.645,4201314.062,1856.361,592003.251,4201314.202,1856.437,False,0.75,319.23,shrub woody stems and leaves,258.8,catci,NA,Grasses,60.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See: Poitras et al. 2018 in Journal of Arid Environments, which provides further details on the vegetation communities and our recent remote sensing research in this study area (https://doi.org/10.1016/j.jaridenv.2017.12.008). We also have a UAS paper in prep using these study plots to look at biocrust/plant diversity relationships which should be out in 2019, I will update with publication info when available. Wind speed between 0-3 m s-1.",NA,Funding for M.L.V. provided by U.S. Geological Survey Land Change Science Program and funding for C.A.H. provided by NSF Graduate Research Internship Program (GRIP),"U.S. Geological Survey Land Change Science Program awarded to M.L.V., NSF Graduate Research Internship Program (GRIP) awarded to C.A.H.",NA,NA,I/We agree to the data use and authorship policy,1.4.1,2.0,0.0,0 - Clear Sky,3DR Solo with Ricoh GR II,Global,0.7,Point cloud looks good. Corners look good.,1,0.0,False,Gutierrezia sarothrae,G. sarothrae,0.5625,64.77,74.3,9.53,2018-06-02 19:17:44,92.0,SGB,0.4571,698.3810982279589,0.0,0.42,0.1454,0.06,0.33,7.0,4561.0
